anime_id,name,genre,type,episodes,rating,members,Index
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",ONA,4,7.27,11981,2397
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",TV,39,7.27,2640,2398
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335,2399
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",TV,45,7.27,5118,2400
2416,Grander Musashi RV,"Adventure, Sports",TV,39,7.27,987,2401
650,Gunsmith Cats,"Action, Comedy, Police, Seinen",OVA,3,7.27,15176,2402
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,7.27,14622,2403
990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,7.27,32828,2404
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.27,41960,2405
1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",TV,25,7.27,5646,2406
1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265,2407
3670,Kikou Souseiki Mospeada,"Action, Mecha, Military",TV,25,7.27,4420,2408
10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,7.27,35243,2409
4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,1093,2410
17819,Kyoto Animation: Suiei-hen,Sports,Special,1,7.27,8347,2411
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,20859,2412
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Adventure, Comedy, Shounen",Special,1,7.27,2338,2413
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772,2414
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037,2415
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.27,30378,2416
31645,Persona 5 the Animation: The Day Breakers,"Action, Fantasy, Seinen, Supernatural",Special,1,7.27,12779,2417
27539,Pikmin Short Movies,"Fantasy, Kids",Movie,3,7.27,406,2418
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,1188,2419
1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,7.27,1199,2420
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",TV,9,7.27,24799,2421
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,"Action, Comedy, Police, Seinen",Special,1,7.27,2444,2422
1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama, Romance, Sci-Fi, Shounen",Movie,1,7.27,10233,2423
4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,Music,8,7.27,22213,2424
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,2,7.27,21616,2425
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo",OVA,1,7.27,46837,2426
17699,Toriko Movie: Bishokushin no Special Menu,"Action, Adventure, Fantasy, Shounen",Movie,1,7.27,3077,2427
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",Special,1,7.27,1848,2428
3738,Usavich II,"Adventure, Comedy",TV,13,7.27,3382,2429
30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"Music, Shoujo",Movie,1,7.26,1028,2430
2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",TV,52,7.26,12014,2431
10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",Special,10,7.26,43615,2432
2825,Arabian Nights: Sindbad no Bouken (TV),"Adventure, Fantasy, Magic, Romance",TV,52,7.26,2631,2433
31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School",Special,6,7.27,3817,2434
9645,Be-Bop Highschool,"Comedy, School, Seinen",OVA,7,7.26,1180,2435
31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",TV,12,7.26,13346,2436
8359,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.26,1479,2437
4586,Daisuki! BuBu ChaCha,Kids,TV,26,7.26,800,2438
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,Movie,1,7.26,1181,2439
4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"Adventure, Fantasy",Special,1,7.26,10516,2440
6361,ef: A Tale of Memories. - Prologue,"Drama, Music",Special,1,7.26,21002,2441
13183,Fate/Zero Remix,"Action, Fantasy, Supernatural",Special,2,7.26,10824,2442
380,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,7.26,14863,2443
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy,Special,2,7.25,943,2444
243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,7.26,67916,2445
1016,Gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,22648,2446
3299,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,7.26,64975,2447
9958,Hayate no Gotoku! Heaven Is a Place on Earth,"Comedy, Harem, Parody",Movie,1,7.26,22973,2448
23153,Hayate no Gotoku! OVA,"Comedy, Harem, Parody, Romance, Shounen",OVA,3,7.26,6001,2449
3946,Jarinko Chie,"Comedy, Drama, Slice of Life",Movie,1,7.26,1406,2450
2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13,7.26,25814,2451
5717,Kiniro no Corda: Secondo Passo,"Harem, Music, School, Shoujo",Special,2,7.26,24379,2452
31610,Kyoukai no Rinne (TV) 2nd Season,"Comedy, Romance, School, Shounen, Supernatural",TV,25,7.26,15519,2453
631,Mahoromatic Summer Special,"Comedy, Ecchi, Romance, Sci-Fi",Special,1,7.26,7945,2454
629,Mahoutsukai Tai! OVA,"Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6,7.26,4460,2455
14817,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space",Movie,1,7.26,7787,2456
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action, Comedy, Parody",TV,51,7.26,29989,2457
19511,Naruto Shippuuden: Sunny Side Battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.26,13014,2458
4191,Popolocrois Monogatari,"Adventure, Fantasy",TV,25,7.26,1260,2459
15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life",ONA,64,7.26,9208,2460
2110,Rockman.EXE Beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,7.26,4006,2461
3624,Seimei no Kagaku: Micro Patrol,Adventure,TV,26,7.26,801,2462
22859,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,1,7.26,13238,2463
33004,Tanaka-kun wa Kyou mo Kedaruge,"Comedy, School",Special,35,7.26,10434,2464
3044,Tetsuwan Atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,5743,2465
2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,3100,2466
732,Vampire Hunter D,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,7.26,42377,2467
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,37944,2468
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",OVA,1,7.25,59965,2469
9539,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,7.25,24821,2470
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,"Comedy, Ecchi, Slice of Life",Special,9,7.25,22926,2471
1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,7.25,74929,2472
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.25,1075,2473
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327,2474
5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",TV,26,7.25,1238,2475
4246,Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1,7.25,32514,2476
1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,7.25,5384,2477
12419,Guilty Crown Kiseki: Reassortment,"Action, Sci-Fi, Super Power",Special,1,7.25,21388,2478
13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,7.25,156044,2479
11785,Haiyore! Nyaruko-san,"Comedy, Parody, Sci-Fi",TV,12,7.25,154595,2480
2264,Jungle Taitei Movie (1997),"Adventure, Fantasy",Movie,1,7.25,1771,2481
28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen",TV,13,7.25,2655,2482
16033,Karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,11320,2483
2048,Kikou Ryohei Mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,12,7.25,3303,2484
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural",ONA,5,7.25,17584,2485
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,27,7.25,16288,2486
1417,Lupin III: Moeyo Zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,1,7.25,3456,2487
30014,Momokuri,"Comedy, Romance, Slice of Life",ONA,26,7.25,26147,2488
13409,Moyashimon Returns,"Comedy, School, Supernatural",TV,11,7.25,16251,2489
3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,40,7.25,1270,2490
1732,Negima!? Natsu Special!?,"Comedy, Ecchi, Fantasy, Romance",OVA,1,7.25,12554,2491
459,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.25,46455,2492
5440,Ougon Yuusha Goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48,7.25,910,2493
1493,Project ARMS: The 2nd Chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,26,7.25,3368,2494
1538,Pumpkin Scissors,"Action, Comedy, Drama, Military",TV,24,7.25,23931,2495
23043,Re Boot,"Drama, Music, School, Slice of Life",Music,1,7.25,1544,2496
2543,Robin Hood no Daibouken,"Adventure, Historical, Romance",TV,52,7.25,3921,2497
2109,Rockman.EXE Stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,7.25,4161,2498
3868,Rose of Versailles Movie,"Drama, Historical, Romance, Shoujo",Movie,1,7.25,1824,2499
22359,Sanzoku no Musume Ronja,Adventure,TV,26,7.25,15236,2500
12823,Shakugan no Shana III (Final) Specials,"Comedy, Parody",Special,2,7.25,13494,2501
3221,Shakugan no Shana Movie Special,"Adventure, Comedy, Fantasy, Parody",Special,1,7.25,19488,2502
1823,Shin Hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",TV,26,7.25,2692,2503
19211,Suisei no Gargantia Specials,"Action, Mecha, Sci-Fi",Special,2,7.24,25383,2504
8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,Comedy,Special,4,7.25,5067,2505
1133,Tenchi Muyou! GXP,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,7.25,17943,2506
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,"Ecchi, Music",Music,1,7.25,18991,2507
53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24,7.24,66597,2508
7059,Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life",OVA,1,7.24,130665,2509
3460,Bosco Daibouken,"Adventure, Fantasy, Kids",TV,26,7.24,699,2510
31145,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,"Comedy, Military",Special,1,7.24,3310,2511
1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",TV,26,7.24,1315,2512
12879,Dantalian no Shoka: Ibarahime,"Action, Historical, Mystery",OVA,1,7.24,14079,2513
898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.24,59207,2514
6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,"Action, Fantasy, Super Power",OVA,1,7.24,18795,2515
1179,Gakuen Senki Muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,26,7.24,3108,2516
3219,Gakuen Utopia Manabi Straight! Special,"Comedy, School, Sci-Fi, Slice of Life",Special,1,7.24,4800,2517
6610,Ibara no Ou,"Action, Mystery, Sci-Fi, Thriller",Movie,1,7.24,38670,2518
3270,IGPX: Immortal Grand Prix (2005),"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,7.24,11386,2519
3421,Kodomo no Omocha,"Comedy, Drama, School, Shoujo",OVA,1,7.24,3118,2520
911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,"Adventure, Shounen, Supernatural",Movie,1,7.24,3630,2521
25143,"Kono Danshi, Sekika ni Nayandemasu.","Drama, School, Shounen Ai",OVA,1,7.24,8873,2522
690,Kyuuketsuhime Miyu (TV),"Action, Demons, Drama, Horror, Vampire",TV,26,7.24,21550,2523
1164,Mahou Senshi Louie,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,24,7.24,12687,2524
872,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",TV,40,7.24,16571,2525
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,"Action, Mecha, Military",Special,1,7.24,3547,2526
5343,Monkey Punch: Manga Katsudou Daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",TV,12,7.24,746,2527
8917,Mouretsu Pirates,"Sci-Fi, Space",TV,26,7.24,48245,2528
30771,Mudai,"Drama, Music, Romance, Slice of Life",Music,1,7.24,1242,2529
34034,Pokemon Sun &amp; Moon,"Action, Game, Kids, School",TV,Unknown,7.23,11030,2530
11841,Qin Shiming Yue Zhi: Ye Jin Tianming,"Action, Fantasy, Historical, Martial Arts",TV,18,7.24,366,2531
3363,RD Sennou Chousashitsu,"Action, Sci-Fi",TV,26,7.24,16331,2532
4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13,7.24,203958,2533
678,Shadow Skill: Eigi,"Adventure, Drama, Fantasy, Magic, Martial Arts, Shounen, Super Power",TV,26,7.24,7977,2534
19117,Toaru Hikuushi e no Koiuta,"Adventure, Drama, Romance",TV,13,7.24,53375,2535
2429,Unico: Mahou no Shima e,"Adventure, Fantasy, Kids",Movie,1,7.24,1200,2536
2716,Urayasu Tekkin Kazoku,"Comedy, Shounen",TV,33,7.24,923,2537
13171,Wasurenagumo,"Comedy, Supernatural",Movie,1,7.24,18000,2538
1891,YAT Anshin! Uchuu Ryokou,"Adventure, Comedy, Sci-Fi, Shounen",TV,50,7.24,887,2539
1246,Yuugo: Koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",TV,13,7.24,6108,2540
8475,Asura,"Drama, Historical",Movie,1,7.23,16702,2541
24973,Bokura wa Minna Kawaisou Specials,Comedy,Special,14,7.23,7292,2542
32313,Concrete Revolutio: Choujin Gensou - The Last Song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,11,7.23,16116,2543
8363,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.23,1125,2544
4690,Cyborg 009 (1979),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50,7.23,3625,2545
2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi",Movie,2,7.23,26543,2546
4200,Dirty Pair OVA,"Adventure, Comedy, Police, Sci-Fi",OVA,10,7.23,2783,2547
2674,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.23,864,2548
5670,GA: Geijutsuka Art Design Class,"Comedy, School, Seinen, Slice of Life",TV,12,7.23,12825,2549
18411,Gingitsune,"Seinen, Slice of Life, Supernatural",TV,12,7.23,33429,2550
3760,Grimm Douwa: Kin no Tori,"Adventure, Fantasy",Movie,1,7.23,405,2551
13561,Guilty Crown: 4-koma Gekijou,Comedy,Special,11,7.23,13053,2552
3121,Kodomo no Jikan OVA,"Comedy, Ecchi, School",OVA,3,7.23,20376,2553
1397,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,7.23,15420,2554
2459,Maison Ikkoku: Ikkokujima Nanpa Shimatsuki,"Comedy, Drama, Romance",OVA,1,7.23,2341,2555
1215,Mobile Suit Gundam Seed C.E.73: Stargazer,"Mecha, Military, Sci-Fi, Space",ONA,3,7.23,15203,2556
15719,Oda Nobuna no Yabou Soushuuhen,"Comedy, Historical, Romance",Special,1,7.23,5965,2557
1565,Pokemon Diamond &amp; Pearl,"Action, Adventure, Comedy, Fantasy, Kids",TV,191,7.23,48203,2558
31564,Sansha Sanyou,"Comedy, School, Slice of Life",TV,12,7.23,28423,2559
9055,Tamayura,"Comedy, Drama, Slice of Life",OVA,4,7.23,23883,2560
22583,Uchuu Kyoudai: Number Zero,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",Movie,1,7.22,2657,2561
842,Ushio to Tora,"Action, Comedy, Horror",OVA,10,7.23,6086,2562
21189,"Wake Up, Girls! Shichinin no Idol","Drama, Music",Movie,1,7.23,14420,2563
553,Yami no Matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",TV,13,7.23,34177,2564
482,Yu☆Gi☆Oh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",TV,180,7.23,74331,2565
11339,A-Channel+smile,"Comedy, School, Seinen, Slice of Life",OVA,2,7.22,13671,2566
16201,Aku no Hana,"Drama, Psychological, Romance, School",TV,13,7.22,86669,2567
3079,Aoki Ryuusei SPT Layzner,"Mecha, Military, Sci-Fi, Shounen, Space",TV,38,7.22,2378,2568
22677,Appleseed Alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1,7.22,8048,2569
23361,Bakuman. 3rd Season Specials,Comedy,Special,2,7.22,6765,2570
1576,Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai",ONA,26,7.22,28097,2571
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Shoujo,Special,1,7.22,10441,2572
4286,Bonobono (TV),Comedy,TV,48,7.22,418,2573
6280,Cat Shit One,"Action, Fantasy, Military",ONA,1,7.22,19762,2574
2199,Chirin no Suzu,"Adventure, Drama, Fantasy",Movie,1,7.22,3344,2575
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,"Comedy, School",ONA,6,7.22,31544,2576
8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.22,1122,2577
424,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi",TV,24,7.22,9131,2578
10948,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,1,7.22,3518,2579
5983,Higepiyo,Comedy,TV,39,7.22,4427,2580
665,JoJo no Kimyou na Bouken: Adventure,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",OVA,7,7.22,20337,2581
29927,Kaguya-hime,"Historical, Kids",Movie,1,7.22,470,2582
32686,Keijo!!!!!!!!,"Ecchi, Shounen, Sports",TV,12,7.22,83438,2583
4375,Kyoro-chan,"Adventure, Comedy, Fantasy",TV,91,7.22,1124,2584
1738,Muteki Kanban Musume,"Action, Comedy, Martial Arts, Parody, Shounen",TV,12,7.22,12409,2585
5200,Offside (TV),"Action, Drama, Sports",TV,39,7.22,1232,2586
785,Otaku no Video,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",OVA,2,7.22,13885,2587
10822,Ranma ½: Totteoki Talk Best of Memories,"Comedy, Martial Arts, Slice of Life",OVA,1,7.22,1996,2588
1601,Red Garden,"Drama, Mystery",TV,22,7.22,27169,2589
5691,Rekka no Honoo: Final Burning,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,1,7.22,4083,2590
5199,Seto no Hanayome Fan Disc,"Comedy, Parody, School",Special,2,7.22,4855,2591
1066,Shakugan no Shana Specials,"Comedy, Parody",Special,4,7.22,27261,2592
566,Tetsuwan Birdy,"Action, Comedy, Sci-Fi, Shounen",OVA,4,7.22,13855,2593
21085,Witch Craft Works,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12,7.22,106381,2594
1543,Yoake Mae yori Ruriiro na: Crescent Love,"Comedy, Romance, School, Sci-Fi",TV,12,7.22,22770,2595
29513,Aki no Kanade,"Music, School, Slice of Life",Movie,1,7.21,9611,2596
54,Appleseed (Movie),"Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",Movie,1,7.21,49553,2597
762,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",Special,1,7.21,78111,2598
2043,Cat&#039;s Eye,"Action, Adventure, Comedy, Mystery, Romance",TV,73,7.21,7608,2599
1312,Chikyuu Bouei Kigyou Dai-Guard,"Adventure, Comedy, Mecha, Military, Sci-Fi",TV,26,7.21,4838,2600
8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.21,1517,2601
10155,Dog Days,"Action, Adventure, Fantasy, Magic",TV,13,7.21,97809,2602
2517,Eikoku Koi Monogatari Emma: Intermission,"Drama, Historical, Romance, Seinen, Slice of Life",Special,1,7.21,3261,2603
28211,Harmony,"Psychological, Sci-Fi",Movie,1,7.21,25245,2604
7088,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,12,7.21,203618,2605
4156,Ichigo Mashimaro Episode 0,Comedy,Special,1,7.21,9610,2606
432,Iria: Zeiram The Animation,"Action, Adventure, Sci-Fi, Space",OVA,6,7.21,10208,2607
31405,Joker Game,"Drama, Historical, Military",TV,12,7.21,102560,2608
9159,Kaibutsu Oujo (OVA),"Action, Comedy, Horror, Shounen, Supernatural",OVA,3,7.21,8690,2609
2176,Kiddy Grade: Ignition,"Action, Mecha, Sci-Fi, Super Power",Movie,1,7.21,3466,2610
20649,Kimi no Iru Machi OVA,"Drama, Romance, Slice of Life",OVA,2,7.21,9866,2611
21853,Love Live! School Idol Project Recap,"Music, School, Slice of Life",Special,1,7.21,4249,2612
1588,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",TV,24,7.21,16922,2613
4926,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",Movie,1,7.21,1060,2614
11761,Medaka Box,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,7.21,110042,2615
21603,Mekakucity Actors,"Comedy, Romance, Sci-Fi, Super Power, Supernatural",TV,12,7.21,198876,2616
1135,Munto: Toki no Kabe wo Koete,"Action, Fantasy, Magic, Super Power",OVA,1,7.21,7843,2617
2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,23,7.21,1570,2618
11021,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,24,7.21,55531,2619
1546,Negima!?,"Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",TV,26,7.21,44009,2620
1619,Negima!? Haru Special!?,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",OVA,1,7.21,13563,2621
1944,Photon,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,6,7.21,7935,2622
12221,Precure All Stars Movie New Stage: Mirai no Tomodachi,"Fantasy, Magic, Shoujo",Movie,1,7.21,2530,2623
609,Saishuu Heiki Kanojo: Another Love Song,"Drama, Romance, Sci-Fi",OVA,2,7.21,12239,2624
6203,Sasameki Koto,"Comedy, Romance, School, Shoujo Ai",TV,13,7.21,34297,2625
2117,Shin Captain Tsubasa,"Action, Shounen, Sports",OVA,13,7.21,4630,2626
1101,Tenchi Muyou! Manatsu no Eve,"Action, Comedy, Sci-Fi, Shounen, Space",Movie,1,7.21,10523,2627
9733,The TV Show,Music,Music,1,7.21,2066,2628
1539,Touch: Cross Road - Kaze no Yukue,"Romance, Shounen, Sports",Special,1,7.21,1513,2629
19383,Yami Shibai,"Dementia, Horror, Supernatural",TV,13,7.21,33275,2630
1264,Yoroiden Samurai Troopers,"Adventure, Samurai, Sci-Fi, Shounen",TV,39,7.21,11015,2631
5458,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,"Adventure, Fantasy, Game, Shounen",Special,1,7.21,9429,2632
3505,Yuusha Shirei Dagwon,"Action, Adventure, Martial Arts, Mecha, School, Super Power",TV,48,7.21,689,2633
367,Akazukin Chacha OVA,"Comedy, Fantasy, Magic",OVA,3,7.2,1659,2634
1079,Armitage III,"Action, Adventure, Mecha, Police, Romance, Sci-Fi",OVA,4,7.2,14930,2635
19877,Battle Spirits: Sword Eyes Gekitouden,Shounen,TV,21,7.21,570,2636
9907,Bokura no Live Kimi to no Life,Music,Music,1,7.2,10426,2637
6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",TV,12,7.2,121005,2638
2669,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Space",Movie,1,7.2,1059,2639
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure, Fantasy, Kids, Shounen",Movie,1,7.2,896,2640
15159,Fantastic Children Special,Slice of Life,Special,1,7.2,873,2641
9367,Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,12,7.2,159273,2642
10115,Friends: Mononoke Shima no Naki,"Comedy, Fantasy, Kids",Movie,1,7.19,601,2643
30290,Fw:Hamatora,"Comedy, Mystery, Super Power",Movie,1,7.2,3718,2644
15811,Girls und Panzer Specials,"Military, School",Special,6,7.2,15228,2645
729,Hiatari Ryoukou!,"Comedy, Romance, School, Sports",TV,48,7.2,1527,2646
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,"Action, Drama, Martial Arts",TV,13,7.2,6659,2647
1336,Kyoushoku Soukou Guyver II,"Action, Adventure, Drama, Horror, Sci-Fi",OVA,6,7.2,4876,2648
4851,Lupin III: Seven Days Rhapsody,"Action, Adventure, Comedy, Shounen",Special,1,7.2,2482,2649
16890,Makai Ouji: Devils and Realist,"Comedy, Demons, Fantasy, Historical, Mystery, School, Shoujo, Supernatural",TV,12,7.2,59819,2650
